RelativeTime(sec)	ID1-Accerlation-X(G)	ID1-Accerlation-Y(G)	ID1-Accerlation-Z(G)	ID2-Accerlation-X(G)	ID2-Accerlation-Y(G)	ID2-Accerlation-Z(G)	ID3-Accerlation-X(G)	ID3-Accerlation-Y(G)	ID3-Accerlation-Z(G)	Pressure-1(bar)	Pressure-2(bar)	Pressure-3(bar)	Pressure-4(bar)	Pressure-5(bar)	Pressure-6(bar)	Pressure-7(bar)	Pressure-8(bar)	
0.000	0.000	0.000	0.000	0.981	-0.053	0.181	0.000	0.000	0.000	
0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
0.008	0.000	0.000	0.000	0.981	-0.057	0.186	0.000	0.000	0.000	
0.014	0.000	0.000	0.000	0.981	-0.059	0.192	0.000	0.000	0.000	
0.018	0.000	0.000	0.000	0.981	-0.054	0.186	0.000	0.000	0.000	
0.023	0.000	0.000	0.000	0.980	-0.054	0.187	0.000	0.000	0.000	
0.029	0.000	0.000	0.000	0.979	-0.054	0.181	0.000	0.000	0.000	
0.033	0.000	0.000	0.000	0.985	-0.061	0.191	0.000	0.000	0.000	
0.039	0.000	0.000	0.000	0.980	-0.056	0.190	0.000	0.000	0.000	
0.043	0.000	0.000	0.000	0.981	-0.056	0.191	0.000	0.000	0.000	
0.049	0.000	0.000	0.000	0.980	-0.054	0.187	0.000	0.000	0.000	
0.053	0.000	0.000	0.000	0.980	-0.057	0.184	0.000	0.000	0.000	
0.059	0.000	0.000	0.000	0.982	-0.057	0.190	0.000	0.000	0.000	
0.063	0.000	0.000	0.000	0.979	-0.056	0.187	0.000	0.000	0.000	
0.068	0.000	0.000	0.000	0.980	-0.052	0.186	0.000	0.000	0.000	
0.074	0.000	0.000	0.000	0.980	-0.054	0.187	0.000	0.000	0.000	
0.078	0.000	0.000	0.000	0.981	-0.055	0.187	0.000	0.000	0.000	
0.084	0.000	0.000	0.000	0.981	-0.055	0.187	0.000	0.000	0.000	
0.088	0.000	0.000	0.000	0.981	-0.054	0.188	0.000	0.000	0.000	
0.094	0.000	0.000	0.000	0.982	-0.056	0.185	0.000	0.000	0.000	
0.098	0.000	0.000	0.000	0.978	-0.052	0.184	0.000	0.000	0.000	
0.104	0.000	0.000	0.000	0.982	-0.055	0.185	0.000	0.000	0.000	
0.108	0.000	0.000	0.000	0.981	-0.053	0.190	0.000	0.000	0.000	
0.114	0.000	0.000	0.000	0.980	-0.055	0.187	0.000	0.000	0.000	
0.118	0.000	0.000	0.000	0.980	-0.055	0.182	0.000	0.000	0.000	
0.124	0.000	0.000	0.000	0.981	-0.056	0.189	0.000	0.000	0.000	
0.128	0.000	0.000	0.000	0.978	-0.054	0.189	0.000	0.000	0.000	
0.134	0.000	0.000	0.000	0.981	-0.054	0.189	0.000	0.000	0.000	
0.138	0.000	0.000	0.000	0.979	-0.052	0.192	0.000	0.000	0.000	
0.143	0.000	0.000	0.000	0.979	-0.058	0.191	0.000	0.000	0.000	
0.149	0.000	0.000	0.000	0.979	-0.056	0.192	0.000	0.000	0.000	
0.154	0.000	0.000	0.000	0.978	-0.055	0.188	0.000	0.000	0.000	
0.159	0.000	0.000	0.000	0.976	-0.054	0.183	0.000	0.000	0.000	
0.163	0.000	0.000	0.000	0.976	-0.060	0.187	0.000	0.000	0.000	
0.169	0.000	0.000	0.000	0.978	-0.057	0.187	0.000	0.000	0.000	
0.173	0.000	0.000	0.000	0.979	-0.054	0.188	0.000	0.000	0.000	
0.178	0.000	0.000	0.000	0.980	-0.052	0.187	0.000	0.000	0.000	
0.184	0.000	0.000	0.000	0.983	-0.056	0.190	0.000	0.000	0.000	
0.188	0.000	0.000	0.000	0.982	-0.056	0.185	0.000	0.000	0.000	
0.193	0.000	0.000	0.000	0.984	-0.057	0.186	0.000	0.000	0.000	
0.199	0.000	0.000	0.000	0.982	-0.053	0.186	0.000	0.000	0.000	
0.204	0.000	0.000	0.000	0.980	-0.056	0.187	0.000	0.000	0.000	
0.208	0.000	0.000	0.000	0.980	-0.053	0.186	0.000	0.000	0.000	
0.213	0.000	0.000	0.000	0.981	-0.054	0.183	0.000	0.000	0.000	
0.218	0.000	0.000	0.000	0.977	-0.052	0.185	0.000	0.000	0.000	
0.224	0.000	0.000	0.000	0.979	-0.054	0.190	0.000	0.000	0.000	
0.228	0.000	0.000	0.000	0.984	-0.057	0.187	0.000	0.000	0.000	
0.233	0.000	0.000	0.000	0.981	-0.057	0.186	0.000	0.000	0.000	
0.239	0.000	0.000	0.000	0.982	-0.054	0.185	0.000	0.000	0.000	
0.243	0.000	0.000	0.000	0.979	-0.058	0.186	0.000	0.000	0.000	
0.249	0.000	0.000	0.000	0.980	-0.054	0.185	0.000	0.000	0.000	
0.254	0.000	0.000	0.000	0.980	-0.060	0.189	0.000	0.000	0.000	
0.259	0.000	0.000	0.000	0.977	-0.053	0.190	0.000	0.000	0.000	
0.263	0.000	0.000	0.000	0.978	-0.057	0.194	0.000	0.000	0.000	
0.269	0.000	0.000	0.000	0.982	-0.053	0.187	0.000	0.000	0.000	
0.273	0.000	0.000	0.000	0.981	-0.058	0.184	0.000	0.000	0.000	
0.279	0.000	0.000	0.000	0.982	-0.054	0.194	0.000	0.000	0.000	
0.283	0.000	0.000	0.000	0.981	-0.057	0.187	0.000	0.000	0.000	
0.288	0.000	0.000	0.000	0.980	-0.055	0.185	0.000	0.000	0.000	
0.293	0.000	0.000	0.000	0.981	-0.054	0.185	0.000	0.000	0.000	
0.298	0.000	0.000	0.000	0.980	-0.054	0.182	0.000	0.000	0.000	
0.304	0.000	0.000	0.000	0.980	-0.057	0.184	0.000	0.000	0.000	
0.308	0.000	0.000	0.000	0.981	-0.055	0.188	0.000	0.000	0.000	
0.314	0.000	0.000	0.000	0.980	-0.053	0.182	0.000	0.000	0.000	
0.318	0.000	0.000	0.000	0.977	-0.054	0.190	0.000	0.000	0.000	
0.324	0.000	0.000	0.000	0.983	-0.055	0.191	0.000	0.000	0.000	
0.328	0.000	0.000	0.000	0.981	-0.055	0.189	0.000	0.000	0.000	
0.333	0.000	0.000	0.000	0.980	-0.056	0.189	0.000	0.000	0.000	
0.339	0.000	0.000	0.000	0.978	-0.056	0.188	0.000	0.000	0.000	
0.344	0.000	0.000	0.000	0.979	-0.055	0.185	0.000	0.000	0.000	
0.348	0.000	0.000	0.000	0.980	-0.054	0.185	0.000	0.000	0.000	
0.354	0.000	0.000	0.000	0.979	-0.055	0.187	0.000	0.000	0.000	
0.359	0.000	0.000	0.000	0.978	-0.052	0.181	0.000	0.000	0.000	
0.363	0.000	0.000	0.000	0.979	-0.060	0.188	0.000	0.000	0.000	
0.369	0.000	0.000	0.000	0.977	-0.056	0.188	0.000	0.000	0.000	
0.374	0.000	0.000	0.000	0.977	-0.057	0.188	0.000	0.000	0.000	
0.379	0.000	0.000	0.000	0.980	-0.053	0.190	0.000	0.000	0.000	
0.383	0.000	0.000	0.000	0.979	-0.054	0.188	0.000	0.000	0.000	
0.389	0.000	0.000	0.000	0.980	-0.057	0.186	0.000	0.000	0.000	
0.393	0.000	0.000	0.000	0.981	-0.058	0.187	0.000	0.000	0.000	
0.398	0.000	0.000	0.000	0.975	-0.053	0.188	0.000	0.000	0.000	
0.403	0.000	0.000	0.000	0.980	-0.059	0.192	0.000	0.000	0.000	
0.408	0.000	0.000	0.000	0.976	-0.054	0.183	0.000	0.000	0.000	
0.413	0.000	0.000	0.000	0.979	-0.051	0.184	0.000	0.000	0.000	
0.418	0.000	0.000	0.000	0.981	-0.053	0.191	0.000	0.000	0.000	
0.423	0.000	0.000	0.000	0.977	-0.053	0.191	0.000	0.000	0.000	
0.429	0.000	0.000	0.000	0.981	-0.063	0.186	0.000	0.000	0.000	
0.434	0.000	0.000	0.000	0.981	-0.059	0.184	0.000	0.000	0.000	
0.438	0.000	0.000	0.000	0.982	-0.058	0.185	0.000	0.000	0.000	
0.443	0.000	0.000	0.000	0.981	-0.056	0.184	0.000	0.000	0.000	
0.449	0.000	0.000	0.000	0.981	-0.054	0.186	0.000	0.000	0.000	
0.453	0.000	0.000	0.000	0.983	-0.056	0.188	0.000	0.000	0.000	
0.459	0.000	0.000	0.000	0.982	-0.055	0.190	0.000	0.000	0.000	
0.463	0.000	0.000	0.000	0.981	-0.055	0.188	0.000	0.000	0.000	
0.469	0.000	0.000	0.000	0.978	-0.057	0.186	0.000	0.000	0.000	
0.473	0.000	0.000	0.000	0.978	-0.056	0.185	0.000	0.000	0.000	
0.479	0.000	0.000	0.000	0.978	-0.056	0.187	0.000	0.000	0.000	
0.483	0.000	0.000	0.000	0.980	-0.055	0.185	0.000	0.000	0.000	
0.489	0.000	0.000	0.000	0.981	-0.056	0.186	0.000	0.000	0.000	
0.493	0.000	0.000	0.000	0.977	-0.057	0.190	0.000	0.000	0.000	
0.499	0.000	0.000	0.000	0.979	-0.054	0.185	0.000	0.000	0.000	
0.503	0.000	0.000	0.000	0.983	-0.056	0.189	0.000	0.000	0.000	
0.509	0.000	0.000	0.000	0.983	-0.057	0.188	0.000	0.000	0.000	
0.513	0.000	0.000	0.000	0.979	-0.053	0.186	0.000	0.000	0.000	
0.519	0.000	0.000	0.000	0.982	-0.058	0.191	0.000	0.000	0.000	
0.523	0.000	0.000	0.000	0.980	-0.050	0.194	0.000	0.000	0.000	
0.529	0.000	0.000	0.000	0.978	-0.056	0.191	0.000	0.000	0.000	
0.533	0.000	0.000	0.000	0.981	-0.054	0.184	0.000	0.000	0.000	
0.538	0.000	0.000	0.000	0.980	-0.055	0.183	0.000	0.000	0.000	
0.543	0.000	0.000	0.000	0.981	-0.055	0.190	0.000	0.000	0.000	
0.549	0.000	0.000	0.000	0.974	-0.058	0.192	0.000	0.000	0.000	
0.553	0.000	0.000	0.000	0.978	-0.059	0.188	0.000	0.000	0.000	
0.558	0.000	0.000	0.000	0.980	-0.056	0.187	0.000	0.000	0.000	
0.563	0.000	0.000	0.000	0.983	-0.055	0.190	0.000	0.000	0.000	
0.569	0.000	0.000	0.000	0.981	-0.054	0.183	0.000	0.000	0.000	
0.573	0.000	0.000	0.000	0.980	-0.057	0.188	0.000	0.000	0.000	
0.579	0.000	0.000	0.000	0.978	-0.058	0.189	0.000	0.000	0.000	
0.583	0.000	0.000	0.000	0.979	-0.056	0.186	0.000	0.000	0.000	
0.589	0.000	0.000	0.000	0.979	-0.054	0.185	0.000	0.000	0.000	
0.593	0.000	0.000	0.000	0.979	-0.058	0.188	0.000	0.000	0.000	
0.599	0.000	0.000	0.000	0.980	-0.055	0.185	0.000	0.000	0.000	
0.603	0.000	0.000	0.000	0.982	-0.057	0.191	0.000	0.000	0.000	
0.609	0.000	0.000	0.000	0.979	-0.054	0.190	0.000	0.000	0.000	
0.613	0.000	0.000	0.000	0.980	-0.056	0.189	0.000	0.000	0.000	
0.619	0.000	0.000	0.000	0.979	-0.056	0.191	0.000	0.000	0.000	
0.623	0.000	0.000	0.000	0.979	-0.054	0.194	0.000	0.000	0.000	
0.629	0.000	0.000	0.000	0.982	-0.057	0.195	0.000	0.000	0.000	
0.633	0.000	0.000	0.000	0.979	-0.055	0.190	0.000	0.000	0.000	
0.639	0.000	0.000	0.000	0.979	-0.059	0.186	0.000	0.000	0.000	
0.643	0.000	0.000	0.000	0.979	-0.057	0.190	0.000	0.000	0.000	
0.648	0.000	0.000	0.000	0.979	-0.055	0.185	0.000	0.000	0.000	
0.654	0.000	0.000	0.000	0.979	-0.054	0.190	0.000	0.000	0.000	
0.659	0.000	0.000	0.000	0.981	-0.056	0.187	0.000	0.000	0.000	
0.663	0.000	0.000	0.000	0.979	-0.057	0.188	0.000	0.000	0.000	
0.668	0.000	0.000	0.000	0.983	-0.057	0.189	0.000	0.000	0.000	
0.673	0.000	0.000	0.000	0.983	-0.056	0.192	0.000	0.000	0.000	
0.679	0.000	0.000	0.000	0.981	-0.056	0.188	0.000	0.000	0.000	
0.683	0.000	0.000	0.000	0.980	-0.058	0.186	0.000	0.000	0.000	
0.689	0.000	0.000	0.000	0.979	-0.056	0.185	0.000	0.000	0.000	
0.693	0.000	0.000	0.000	0.975	-0.057	0.188	0.000	0.000	0.000	
0.699	0.000	0.000	0.000	0.980	-0.055	0.188	0.000	0.000	0.000	
0.704	0.000	0.000	0.000	0.979	-0.057	0.188	0.000	0.000	0.000	
0.708	0.000	0.000	0.000	0.982	-0.056	0.187	0.000	0.000	0.000	
0.714	0.000	0.000	0.000	0.984	-0.055	0.185	0.000	0.000	0.000	
0.718	0.000	0.000	0.000	0.979	-0.056	0.182	0.000	0.000	0.000	
0.723	0.000	0.000	0.000	0.979	-0.057	0.192	0.000	0.000	0.000	
0.729	0.000	0.000	0.000	0.975	-0.057	0.186	0.000	0.000	0.000	
0.733	0.000	0.000	0.000	0.980	-0.057	0.183	0.000	0.000	0.000	
0.739	0.000	0.000	0.000	0.981	-0.057	0.190	0.000	0.000	0.000	
0.743	0.000	0.000	0.000	0.981	-0.052	0.193	0.000	0.000	0.000	
0.749	0.000	0.000	0.000	0.979	-0.057	0.191	0.000	0.000	0.000	
0.753	0.000	0.000	0.000	0.983	-0.057	0.186	0.000	0.000	0.000	
0.759	0.000	0.000	0.000	0.977	-0.057	0.185	0.000	0.000	0.000	
0.763	0.000	0.000	0.000	0.982	-0.053	0.190	0.000	0.000	0.000	
0.769	0.000	0.000	0.000	0.977	-0.058	0.183	0.000	0.000	0.000	
0.773	0.000	0.000	0.000	0.978	-0.059	0.185	0.000	0.000	0.000	
0.779	0.000	0.000	0.000	0.979	-0.056	0.191	0.000	0.000	0.000	
0.784	0.000	0.000	0.000	0.977	-0.055	0.187	0.000	0.000	0.000	
0.788	0.000	0.000	0.000	0.982	-0.057	0.188	0.000	0.000	0.000	
0.794	0.000	0.000	0.000	0.979	-0.056	0.186	0.000	0.000	0.000	
0.798	0.000	0.000	0.000	0.983	-0.054	0.184	0.000	0.000	0.000	
0.804	0.000	0.000	0.000	0.981	-0.055	0.183	0.000	0.000	0.000	
0.809	0.000	0.000	0.000	0.980	-0.054	0.191	0.000	0.000	0.000	
0.813	0.000	0.000	0.000	0.977	-0.059	0.191	0.000	0.000	0.000	
0.819	0.000	0.000	0.000	0.980	-0.053	0.185	0.000	0.000	0.000	
0.823	0.000	0.000	0.000	0.983	-0.057	0.182	0.000	0.000	0.000	
0.829	0.000	0.000	0.000	0.980	-0.053	0.183	0.000	0.000	0.000	
0.833	0.000	0.000	0.000	0.979	-0.055	0.185	0.000	0.000	0.000	
0.839	0.000	0.000	0.000	0.982	-0.057	0.183	0.000	0.000	0.000	
0.843	0.000	0.000	0.000	0.980	-0.052	0.193	0.000	0.000	0.000	
