RelativeTime(sec)	ID1-Accerlation-X(G)	ID1-Accerlation-Y(G)	ID1-Accerlation-Z(G)	ID2-Accerlation-X(G)	ID2-Accerlation-Y(G)	ID2-Accerlation-Z(G)	ID3-Accerlation-X(G)	ID3-Accerlation-Y(G)	ID3-Accerlation-Z(G)	Pressure-1(bar)	Pressure-2(bar)	Pressure-3(bar)	Pressure-4(bar)	Pressure-5(bar)	Pressure-6(bar)	Pressure-7(bar)	Pressure-8(bar)	
6.592	0.000	0.000	0.000	0.975	-0.051	0.201	-0.008	-0.008	1.000	0.092	0.000	0.000	0.000	0.000	98.378	3.756	0.000	
6.597	0.000	0.000	0.000	0.973	-0.056	0.199	-0.005	-0.004	1.004	0.000	0.000	0.000	0.000	0.000	98.378	3.756	0.000	
6.602	0.000	0.000	0.000	0.974	-0.053	0.199	-0.009	-0.007	0.999	0.000	0.000	0.000	0.000	0.000	98.378	3.756	0.000	
6.608	0.000	0.000	0.000	0.978	-0.053	0.199	-0.012	-0.009	0.999	0.183	0.000	0.000	0.000	0.000	98.287	3.756	0.000	
6.612	0.000	0.000	0.000	0.981	-0.052	0.204	-0.008	-0.003	1.004	0.183	0.000	0.000	0.000	0.000	98.287	3.847	0.000	
6.618	0.000	0.000	0.000	0.975	-0.055	0.200	-0.008	-0.006	0.996	0.092	0.000	0.000	0.000	0.000	98.287	3.847	0.000	
6.622	0.000	0.000	0.000	0.978	-0.060	0.201	-0.012	-0.005	0.996	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
6.627	0.000	0.000	0.000	0.979	-0.053	0.192	-0.011	-0.005	1.001	0.183	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
6.633	0.000	0.000	0.000	0.977	-0.056	0.205	-0.011	-0.006	1.002	0.183	0.000	0.000	0.000	0.000	98.287	3.756	0.000	
6.638	0.000	0.000	0.000	0.979	-0.055	0.200	-0.012	-0.002	0.998	0.092	0.000	0.000	0.000	0.000	98.287	3.756	0.000	
6.642	0.000	0.000	0.000	0.976	-0.051	0.206	-0.010	-0.006	0.998	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
6.648	0.000	0.000	0.000	0.978	-0.055	0.197	-0.008	-0.006	0.999	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
6.653	0.000	0.000	0.000	0.978	-0.054	0.201	-0.011	-0.006	0.997	0.092	0.000	0.000	0.000	0.000	98.287	3.847	0.000	
6.658	0.000	0.000	0.000	0.977	-0.053	0.200	-0.009	-0.005	0.995	0.092	0.000	0.000	0.000	0.000	98.378	3.847	0.000	
6.663	0.000	0.000	0.000	0.973	-0.055	0.203	-0.013	-0.007	1.000	0.092	0.000	0.000	0.000	0.000	98.378	3.847	0.000	
6.667	0.000	0.000	0.000	0.977	-0.054	0.200	-0.010	-0.008	0.996	0.092	0.000	0.000	0.000	0.000	98.378	3.847	0.000	
6.672	0.000	0.000	0.000	0.974	-0.053	0.202	-0.013	-0.004	1.004	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.677	0.000	0.000	0.000	0.976	-0.058	0.197	-0.007	-0.008	1.003	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
6.682	0.000	0.000	0.000	0.979	-0.056	0.198	-0.007	-0.007	0.999	0.092	0.000	0.000	0.000	0.000	98.287	3.756	0.000	
6.687	0.000	0.000	0.000	0.975	-0.058	0.195	-0.008	-0.007	1.000	0.000	0.000	0.000	0.000	0.000	98.378	3.756	0.000	
6.693	0.000	0.000	0.000	0.979	-0.052	0.202	-0.007	-0.003	0.997	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.698	0.000	0.000	0.000	0.978	-0.057	0.197	-0.013	-0.002	1.002	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.702	0.000	0.000	0.000	0.977	-0.056	0.201	-0.011	-0.004	1.000	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.708	0.000	0.000	0.000	0.979	-0.054	0.202	-0.009	-0.010	1.000	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
6.712	0.000	0.000	0.000	0.977	-0.054	0.203	-0.012	-0.006	1.001	0.092	0.000	0.000	0.000	0.000	98.287	3.847	0.000	
6.718	0.000	0.000	0.000	0.978	-0.057	0.199	-0.007	-0.005	0.997	0.000	0.000	0.000	0.000	0.000	98.470	3.847	0.000	
6.722	0.000	0.000	0.000	0.978	-0.055	0.190	-0.010	-0.007	0.999	0.000	0.000	0.000	0.000	0.000	98.470	3.847	0.000	
6.728	0.000	0.000	0.000	0.979	-0.053	0.198	-0.007	-0.008	0.999	0.183	0.000	0.000	0.000	0.000	98.470	3.847	0.000	
6.732	0.000	0.000	0.000	0.977	-0.057	0.194	-0.012	-0.005	0.998	0.183	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.737	0.000	0.000	0.000	0.976	-0.056	0.207	-0.012	-0.007	1.000	0.092	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.742	0.000	0.000	0.000	0.978	-0.057	0.206	-0.007	-0.009	1.003	0.092	0.000	0.000	0.000	0.000	98.378	3.756	0.000	
6.748	0.000	0.000	0.000	0.974	-0.055	0.199	-0.008	-0.005	1.002	0.183	0.000	0.000	0.000	0.000	98.470	3.756	0.000	
6.752	0.000	0.000	0.000	0.980	-0.056	0.199	-0.010	-0.003	1.004	0.183	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.758	0.000	0.000	0.000	0.977	-0.056	0.200	-0.011	-0.001	0.997	0.183	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.762	0.000	0.000	0.000	0.977	-0.054	0.207	-0.009	-0.007	1.001	0.183	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.768	0.000	0.000	0.000	0.976	-0.057	0.202	-0.011	-0.006	0.995	0.183	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
6.772	0.000	0.000	0.000	0.981	-0.055	0.196	-0.012	-0.006	0.997	0.183	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
6.778	0.000	0.000	0.000	0.980	-0.058	0.199	-0.008	-0.006	0.998	0.183	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.782	0.000	0.000	0.000	0.982	-0.053	0.199	-0.010	-0.007	1.001	0.183	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.787	0.000	0.000	0.000	0.974	-0.055	0.199	-0.006	-0.005	1.003	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.792	0.000	0.000	0.000	0.977	-0.055	0.208	-0.011	-0.005	0.997	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.798	0.000	0.000	0.000	0.979	-0.053	0.197	-0.008	-0.008	1.001	0.000	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.803	0.000	0.000	0.000	0.979	-0.053	0.201	-0.008	-0.006	0.999	0.000	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.807	0.000	0.000	0.000	0.976	-0.055	0.203	-0.007	-0.003	0.998	0.092	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.813	0.000	0.000	0.000	0.980	-0.059	0.202	-0.013	-0.008	1.000	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.818	0.000	0.000	0.000	0.979	-0.055	0.203	-0.010	-0.004	0.999	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.822	0.000	0.000	0.000	0.979	-0.055	0.202	-0.012	-0.004	1.000	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.828	0.000	0.000	0.000	0.980	-0.057	0.203	-0.011	-0.003	1.000	0.000	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.832	0.000	0.000	0.000	0.978	-0.058	0.195	-0.014	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	98.470	3.847	0.000	
6.837	0.000	0.000	0.000	0.979	-0.054	0.198	-0.008	-0.005	0.998	0.092	0.000	0.000	0.000	0.000	98.378	3.847	0.000	
6.842	0.000	0.000	0.000	0.979	-0.058	0.201	-0.009	-0.005	0.999	0.092	0.000	0.000	0.000	0.000	98.378	4.030	0.000	
6.848	0.000	0.000	0.000	0.976	-0.057	0.199	-0.009	-0.010	1.000	0.092	0.000	0.000	0.000	0.000	98.378	4.030	0.000	
6.853	0.000	0.000	0.000	0.978	-0.055	0.201	-0.008	-0.007	0.996	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.857	0.000	0.000	0.000	0.975	-0.056	0.203	-0.011	-0.005	0.998	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.862	0.000	0.000	0.000	0.979	-0.057	0.198	-0.009	-0.003	1.002	0.000	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
6.868	0.000	0.000	0.000	0.980	-0.053	0.201	-0.010	-0.005	0.997	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.872	0.000	0.000	0.000	0.982	-0.054	0.202	-0.014	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.878	0.000	0.000	0.000	0.978	-0.058	0.204	-0.008	-0.008	0.998	0.183	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.882	0.000	0.000	0.000	0.979	-0.056	0.209	-0.009	-0.005	1.003	0.183	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.888	0.000	0.000	0.000	0.977	-0.056	0.200	-0.007	-0.004	1.003	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.893	0.000	0.000	0.000	0.979	-0.054	0.202	-0.007	-0.004	0.997	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.897	0.000	0.000	0.000	0.977	-0.052	0.196	-0.009	-0.003	1.001	0.183	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.903	0.000	0.000	0.000	0.975	-0.057	0.198	-0.010	-0.004	0.997	0.183	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.907	0.000	0.000	0.000	0.977	-0.053	0.192	-0.009	-0.007	1.002	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.913	0.000	0.000	0.000	0.977	-0.054	0.201	-0.012	-0.006	0.995	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.917	0.000	0.000	0.000	0.976	-0.058	0.197	-0.010	-0.005	1.002	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.922	0.000	0.000	0.000	0.978	-0.057	0.198	-0.011	-0.007	1.000	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.928	0.000	0.000	0.000	0.978	-0.057	0.201	-0.012	-0.005	0.999	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.932	0.000	0.000	0.000	0.977	-0.054	0.200	-0.009	-0.004	0.994	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.938	0.000	0.000	0.000	0.975	-0.060	0.201	-0.011	-0.006	0.996	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.942	0.000	0.000	0.000	0.976	-0.055	0.199	-0.011	-0.006	0.996	0.092	0.000	0.000	0.000	0.000	98.378	3.847	0.000	
6.947	0.000	0.000	0.000	0.978	-0.055	0.198	-0.009	-0.004	0.994	0.092	0.000	0.000	0.000	0.000	98.378	3.847	0.000	
6.952	0.000	0.000	0.000	0.979	-0.053	0.200	-0.009	-0.004	1.002	0.092	0.000	0.000	0.000	0.000	98.470	3.847	0.000	
6.957	0.000	0.000	0.000	0.977	-0.056	0.199	-0.010	-0.006	1.000	0.000	0.000	0.000	0.000	0.000	98.470	3.847	0.000	
6.962	0.000	0.000	0.000	0.977	-0.055	0.198	-0.011	-0.004	1.004	0.000	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.967	0.000	0.000	0.000	0.977	-0.055	0.200	-0.010	-0.009	0.999	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.973	0.000	0.000	0.000	0.979	-0.055	0.204	-0.011	-0.002	0.999	0.092	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.978	0.000	0.000	0.000	0.979	-0.053	0.206	-0.013	-0.007	0.996	0.000	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.982	0.000	0.000	0.000	0.978	-0.056	0.199	-0.011	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	98.470	3.939	0.000	
6.988	0.000	0.000	0.000	0.974	-0.056	0.201	-0.009	-0.006	1.003	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.992	0.000	0.000	0.000	0.978	-0.055	0.200	-0.014	-0.007	0.997	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
6.997	0.000	0.000	0.000	0.977	-0.055	0.197	-0.006	-0.003	1.000	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
7.002	0.000	0.000	0.000	0.978	-0.055	0.201	-0.011	-0.004	0.999	0.000	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
7.008	0.000	0.000	0.000	0.978	-0.053	0.200	-0.010	-0.009	0.999	0.183	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
7.012	0.000	0.000	0.000	0.978	-0.056	0.198	-0.012	-0.006	1.003	0.183	0.000	0.000	0.000	0.000	98.378	3.939	0.000	
7.018	0.000	0.000	0.000	0.976	-0.056	0.197	-0.009	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
7.022	0.000	0.000	0.000	0.976	-0.057	0.201	-0.010	-0.007	1.000	0.092	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
7.027	0.000	0.000	0.000	0.978	-0.055	0.198	-0.009	-0.009	0.997	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.032	0.000	0.000	0.000	0.979	-0.056	0.206	-0.009	-0.008	0.995	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.037	0.000	0.000	0.000	0.978	-0.052	0.206	-0.008	-0.006	0.998	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.042	0.000	0.000	0.000	0.976	-0.055	0.200	-0.009	-0.001	0.999	0.000	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
7.048	0.000	0.000	0.000	0.979	-0.054	0.202	-0.010	-0.006	0.999	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.052	0.000	0.000	0.000	0.977	-0.053	0.195	-0.012	-0.008	0.994	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.057	0.000	0.000	0.000	0.979	-0.054	0.201	-0.008	-0.004	1.000	0.092	0.000	0.000	0.000	0.000	98.287	4.030	0.000	
7.063	0.000	0.000	0.000	0.977	-0.054	0.197	-0.014	-0.005	1.001	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.067	0.000	0.000	0.000	0.979	-0.052	0.206	-0.010	-0.009	1.005	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.072	0.000	0.000	0.000	0.980	-0.056	0.200	-0.008	-0.004	0.999	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.078	0.000	0.000	0.000	0.977	-0.056	0.204	-0.012	-0.007	0.998	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.083	0.000	0.000	0.000	0.978	-0.056	0.199	-0.009	-0.005	0.999	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
7.088	0.000	0.000	0.000	0.977	-0.053	0.205	-0.011	-0.003	0.996	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.092	0.000	0.000	0.000	0.977	-0.052	0.204	-0.009	-0.006	1.001	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.097	0.000	0.000	0.000	0.976	-0.051	0.199	-0.011	-0.005	1.003	0.183	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
7.103	0.000	0.000	0.000	0.977	-0.055	0.201	-0.010	-0.008	1.008	0.183	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
7.107	0.000	0.000	0.000	0.976	-0.054	0.202	-0.015	-0.004	1.002	0.183	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
7.112	0.000	0.000	0.000	0.976	-0.055	0.201	-0.008	-0.007	0.997	0.183	0.000	0.000	0.000	0.000	98.287	4.030	0.000	
7.118	0.000	0.000	0.000	0.976	-0.056	0.203	-0.011	-0.009	1.000	0.183	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
7.122	0.000	0.000	0.000	0.978	-0.057	0.204	-0.009	-0.008	0.998	0.183	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.128	0.000	0.000	0.000	0.977	-0.056	0.199	-0.013	-0.008	0.997	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.132	0.000	0.000	0.000	0.979	-0.056	0.201	-0.012	-0.004	1.001	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.138	0.000	0.000	0.000	0.977	-0.056	0.201	-0.010	-0.010	0.994	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.143	0.000	0.000	0.000	0.977	-0.053	0.197	-0.008	-0.006	0.997	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.147	0.000	0.000	0.000	0.979	-0.054	0.200	-0.013	-0.006	1.007	0.092	0.000	0.000	0.000	0.000	98.104	4.030	0.000	
7.153	0.000	0.000	0.000	0.979	-0.054	0.199	-0.008	-0.004	0.994	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.157	0.000	0.000	0.000	0.978	-0.058	0.200	-0.012	-0.002	0.998	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.162	0.000	0.000	0.000	0.980	-0.056	0.202	-0.006	-0.007	1.004	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.168	0.000	0.000	0.000	0.976	-0.055	0.203	-0.011	-0.004	1.001	0.000	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.173	0.000	0.000	0.000	0.979	-0.055	0.197	-0.008	-0.007	1.003	0.000	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.177	0.000	0.000	0.000	0.978	-0.054	0.196	-0.010	-0.007	0.999	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.182	0.000	0.000	0.000	0.978	-0.053	0.201	-0.009	-0.007	0.996	0.092	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
7.188	0.000	0.000	0.000	0.978	-0.058	0.198	-0.012	-0.005	0.999	0.092	0.000	0.000	0.000	0.000	98.195	4.122	0.000	
7.192	0.000	0.000	0.000	0.979	-0.055	0.198	-0.009	-0.006	1.001	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.197	0.000	0.000	0.000	0.979	-0.055	0.199	-0.009	-0.004	1.001	0.092	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.202	0.000	0.000	0.000	0.976	-0.055	0.198	-0.008	-0.005	0.997	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.208	0.000	0.000	0.000	0.978	-0.053	0.198	-0.009	-0.005	0.996	0.183	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
7.213	0.000	0.000	0.000	0.980	-0.054	0.196	-0.011	-0.006	1.001	0.183	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
7.218	0.000	0.000	0.000	0.982	-0.058	0.198	-0.008	-0.009	1.002	0.000	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.223	0.000	0.000	0.000	0.977	-0.057	0.193	-0.011	-0.007	0.995	0.000	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.228	0.000	0.000	0.000	0.978	-0.057	0.202	-0.007	-0.009	0.996	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.232	0.000	0.000	0.000	0.976	-0.053	0.203	-0.008	-0.005	0.999	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.238	0.000	0.000	0.000	0.976	-0.056	0.198	-0.007	-0.006	0.998	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.242	0.000	0.000	0.000	0.977	-0.054	0.204	-0.010	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.248	0.000	0.000	0.000	0.977	-0.055	0.203	-0.009	-0.004	0.997	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.252	0.000	0.000	0.000	0.980	-0.055	0.207	-0.013	-0.007	1.004	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.257	0.000	0.000	0.000	0.976	-0.055	0.209	-0.010	-0.005	1.004	0.183	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.262	0.000	0.000	0.000	0.978	-0.055	0.199	-0.010	-0.003	0.999	0.183	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.267	0.000	0.000	0.000	0.978	-0.055	0.198	-0.013	-0.006	0.998	0.092	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
7.272	0.000	0.000	0.000	0.978	-0.052	0.203	-0.012	-0.005	0.994	0.092	0.000	0.000	0.000	0.000	98.012	3.939	0.000	
7.278	0.000	0.000	0.000	0.978	-0.052	0.200	-0.013	-0.006	0.996	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.282	0.000	0.000	0.000	0.976	-0.055	0.200	-0.012	-0.005	0.994	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.287	0.000	0.000	0.000	0.977	-0.057	0.197	-0.010	-0.006	0.995	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.292	0.000	0.000	0.000	0.976	-0.055	0.198	-0.009	-0.002	1.002	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.298	0.000	0.000	0.000	0.980	-0.057	0.197	-0.009	-0.004	0.997	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.302	0.000	0.000	0.000	0.977	-0.056	0.200	-0.008	-0.008	0.998	0.092	0.000	0.000	0.000	0.000	98.195	3.847	0.000	
7.308	0.000	0.000	0.000	0.977	-0.056	0.195	-0.007	-0.006	0.997	0.092	0.000	0.000	0.000	0.000	98.012	3.847	0.000	
7.312	0.000	0.000	0.000	0.978	-0.058	0.199	-0.007	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	98.012	4.030	0.000	
7.318	0.000	0.000	0.000	0.979	-0.056	0.202	-0.009	-0.006	0.994	0.000	0.000	0.000	0.000	0.000	98.195	4.030	0.000	
7.322	0.000	0.000	0.000	0.975	-0.058	0.196	-0.008	-0.005	1.001	0.000	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.328	0.000	0.000	0.000	0.976	-0.059	0.203	-0.009	-0.005	0.996	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.332	0.000	0.000	0.000	0.981	-0.053	0.196	-0.007	-0.004	1.001	0.092	0.000	0.000	0.000	0.000	98.287	3.847	0.000	
7.338	0.000	0.000	0.000	0.975	-0.056	0.206	-0.011	-0.007	1.000	0.183	0.000	0.000	0.000	0.000	98.195	3.847	0.000	
7.342	0.000	0.000	0.000	0.979	-0.057	0.199	-0.011	-0.002	0.999	0.183	0.000	0.000	0.000	0.000	98.195	3.847	0.000	
7.348	0.000	0.000	0.000	0.974	-0.057	0.202	-0.011	-0.005	1.001	0.092	0.000	0.000	0.000	0.000	98.104	3.847	0.000	
7.352	0.000	0.000	0.000	0.979	-0.055	0.202	-0.009	-0.004	1.005	0.092	0.000	0.000	0.000	0.000	98.104	3.939	0.000	
7.358	0.000	0.000	0.000	0.977	-0.058	0.200	-0.008	-0.007	0.998	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.363	0.000	0.000	0.000	0.976	-0.055	0.203	-0.009	-0.003	1.001	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.367	0.000	0.000	0.000	0.979	-0.059	0.206	-0.010	-0.005	0.995	0.183	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.373	0.000	0.000	0.000	0.980	-0.056	0.206	-0.009	-0.006	0.997	0.183	0.000	0.000	0.000	0.000	98.287	3.847	0.000	
7.377	0.000	0.000	0.000	0.974	-0.055	0.205	-0.012	-0.006	0.998	0.000	0.000	0.000	0.000	0.000	98.287	3.847	0.000	
7.382	0.000	0.000	0.000	0.979	-0.056	0.208	-0.012	-0.006	1.004	0.000	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.388	0.000	0.000	0.000	0.975	-0.056	0.197	-0.010	-0.005	1.004	0.000	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.392	0.000	0.000	0.000	0.977	-0.060	0.198	-0.008	-0.011	1.001	0.000	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.397	0.000	0.000	0.000	0.981	-0.056	0.204	-0.010	-0.004	0.994	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.402	0.000	0.000	0.000	0.976	-0.057	0.205	-0.012	-0.002	0.997	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.407	0.000	0.000	0.000	0.980	-0.056	0.205	-0.006	-0.009	1.001	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.413	0.000	0.000	0.000	0.978	-0.052	0.191	-0.007	-0.005	0.992	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.417	0.000	0.000	0.000	0.978	-0.055	0.198	-0.012	-0.002	0.999	0.183	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.422	0.000	0.000	0.000	0.979	-0.054	0.202	-0.010	-0.006	1.001	0.183	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.427	0.000	0.000	0.000	0.977	-0.052	0.200	-0.013	-0.007	1.001	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.433	0.000	0.000	0.000	0.980	-0.055	0.202	-0.010	-0.003	1.000	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.438	0.000	0.000	0.000	0.974	-0.056	0.200	-0.007	-0.003	1.002	0.183	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.442	0.000	0.000	0.000	0.977	-0.054	0.200	-0.011	-0.009	0.998	0.183	0.000	0.000	0.000	0.000	98.287	4.030	0.000	
7.447	0.000	0.000	0.000	0.976	-0.056	0.197	-0.011	-0.006	1.000	0.183	0.000	0.000	0.000	0.000	98.287	4.030	0.000	
7.453	0.000	0.000	0.000	0.979	-0.056	0.197	-0.012	-0.007	0.995	0.183	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.457	0.000	0.000	0.000	0.977	-0.056	0.205	-0.010	-0.005	1.002	0.000	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.463	0.000	0.000	0.000	0.978	-0.058	0.201	-0.009	-0.007	0.999	0.000	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.468	0.000	0.000	0.000	0.980	-0.059	0.199	-0.013	-0.009	1.001	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.473	0.000	0.000	0.000	0.977	-0.054	0.198	-0.011	-0.006	1.003	0.092	0.000	0.000	0.000	0.000	98.195	3.939	0.000	
7.477	0.000	0.000	0.000	0.979	-0.057	0.194	-0.011	-0.006	0.999	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.482	0.000	0.000	0.000	0.977	-0.055	0.196	-0.010	-0.006	1.005	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.488	0.000	0.000	0.000	0.977	-0.058	0.199	-0.011	-0.003	1.000	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
7.493	0.000	0.000	0.000	0.975	-0.054	0.199	-0.012	-0.006	0.998	0.092	0.000	0.000	0.000	0.000	98.287	3.939	0.000	
