RelativeTime(sec)	ID1-Accerlation-X(G)	ID1-Accerlation-Y(G)	ID1-Accerlation-Z(G)	ID2-Accerlation-X(G)	ID2-Accerlation-Y(G)	ID2-Accerlation-Z(G)	ID3-Accerlation-X(G)	ID3-Accerlation-Y(G)	ID3-Accerlation-Z(G)	Pressure-1(bar)	Pressure-2(bar)	Pressure-3(bar)	Pressure-4(bar)	Pressure-5(bar)	Pressure-6(bar)	Pressure-7(bar)	Pressure-8(bar)	
0.097	0.000	0.000	0.000	0.971	-0.056	0.201	-0.007	-0.005	0.999	0.000	0.000	0.000	0.000	0.000	0.000	4.030	0.000	
0.101	0.000	0.000	0.000	0.975	-0.058	0.198	-0.007	-0.004	1.001	0.000	0.000	0.000	0.000	0.000	0.000	4.030	0.000	
0.106	0.000	0.000	0.000	0.977	-0.053	0.200	-0.012	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	0.000	4.030	0.000	
0.111	0.000	0.000	0.000	0.975	-0.054	0.212	-0.011	-0.007	1.002	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.116	0.000	0.000	0.000	0.976	-0.054	0.203	-0.009	-0.006	1.006	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.122	0.000	0.000	0.000	0.976	-0.054	0.208	-0.006	-0.005	0.998	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.126	0.000	0.000	0.000	0.975	-0.053	0.206	-0.010	-0.004	1.000	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.132	0.000	0.000	0.000	0.977	-0.055	0.205	-0.009	-0.008	1.001	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.136	0.000	0.000	0.000	0.977	-0.057	0.205	-0.006	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.142	0.000	0.000	0.000	0.975	-0.054	0.203	-0.012	-0.002	0.999	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.146	0.000	0.000	0.000	0.975	-0.055	0.205	-0.009	-0.004	0.997	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.152	0.000	0.000	0.000	0.976	-0.055	0.204	-0.012	-0.003	1.001	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.156	0.000	0.000	0.000	0.977	-0.055	0.199	-0.010	-0.005	1.007	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.161	0.000	0.000	0.000	0.980	-0.055	0.202	-0.006	-0.007	0.992	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.166	0.000	0.000	0.000	0.980	-0.056	0.201	-0.009	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.171	0.000	0.000	0.000	0.976	-0.055	0.202	-0.011	-0.006	0.998	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.176	0.000	0.000	0.000	0.974	-0.056	0.200	-0.012	-0.005	1.001	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.181	0.000	0.000	0.000	0.978	-0.058	0.196	-0.011	-0.006	1.000	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.186	0.000	0.000	0.000	0.977	-0.054	0.202	-0.012	-0.007	1.000	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.191	0.000	0.000	0.000	0.981	-0.056	0.203	-0.015	-0.008	0.996	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.196	0.000	0.000	0.000	0.980	-0.057	0.205	-0.007	-0.002	1.003	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.202	0.000	0.000	0.000	0.974	-0.057	0.202	-0.012	-0.005	1.000	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.206	0.000	0.000	0.000	0.978	-0.057	0.208	-0.009	-0.009	0.998	0.000	0.000	0.000	0.000	0.000	96.913	4.214	0.000	
0.212	0.000	0.000	0.000	0.975	-0.051	0.201	-0.009	-0.006	1.001	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.216	0.000	0.000	0.000	0.977	-0.053	0.206	-0.009	-0.007	1.006	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.222	0.000	0.000	0.000	0.977	-0.058	0.195	-0.010	-0.008	1.004	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.226	0.000	0.000	0.000	0.973	-0.056	0.205	-0.008	-0.008	1.000	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.231	0.000	0.000	0.000	0.978	-0.052	0.204	-0.008	-0.004	1.002	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.236	0.000	0.000	0.000	0.977	-0.052	0.206	-0.009	-0.006	0.999	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.242	0.000	0.000	0.000	0.976	-0.052	0.200	-0.013	-0.005	1.002	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.246	0.000	0.000	0.000	0.975	-0.055	0.206	-0.009	-0.007	1.003	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.252	0.000	0.000	0.000	0.976	-0.054	0.201	-0.008	-0.007	0.999	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.257	0.000	0.000	0.000	0.974	-0.056	0.210	-0.010	-0.007	0.999	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.261	0.000	0.000	0.000	0.978	-0.056	0.203	-0.010	-0.006	0.998	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.266	0.000	0.000	0.000	0.977	-0.059	0.205	-0.012	-0.008	1.002	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.272	0.000	0.000	0.000	0.974	-0.056	0.203	-0.011	-0.005	0.996	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.276	0.000	0.000	0.000	0.971	-0.056	0.201	-0.009	-0.008	1.000	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.282	0.000	0.000	0.000	0.976	-0.052	0.203	-0.009	-0.004	0.998	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.287	0.000	0.000	0.000	0.978	-0.054	0.202	-0.010	-0.004	0.998	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.291	0.000	0.000	0.000	0.980	-0.055	0.200	-0.011	-0.009	0.994	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.296	0.000	0.000	0.000	0.976	-0.055	0.203	-0.009	-0.004	0.999	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.301	0.000	0.000	0.000	0.975	-0.056	0.206	-0.011	-0.008	0.998	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.306	0.000	0.000	0.000	0.979	-0.057	0.201	-0.012	-0.004	1.001	0.275	0.000	0.000	0.000	0.000	96.821	4.030	0.000	
0.312	0.000	0.000	0.000	0.977	-0.056	0.198	-0.007	-0.004	0.994	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.316	0.000	0.000	0.000	0.979	-0.056	0.199	-0.013	-0.006	0.999	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.322	0.000	0.000	0.000	0.976	-0.052	0.207	-0.009	-0.008	1.001	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.326	0.000	0.000	0.000	0.972	-0.051	0.210	-0.012	-0.004	1.001	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.332	0.000	0.000	0.000	0.977	-0.056	0.204	-0.009	-0.007	0.996	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.336	0.000	0.000	0.000	0.977	-0.056	0.199	-0.010	-0.007	1.005	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.342	0.000	0.000	0.000	0.977	-0.058	0.204	-0.009	-0.006	1.003	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.346	0.000	0.000	0.000	0.975	-0.055	0.203	-0.012	-0.006	1.003	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.352	0.000	0.000	0.000	0.972	-0.054	0.204	-0.009	-0.002	1.005	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.356	0.000	0.000	0.000	0.978	-0.049	0.207	-0.010	-0.010	1.000	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.362	0.000	0.000	0.000	0.975	-0.054	0.214	-0.014	-0.005	1.001	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.367	0.000	0.000	0.000	0.976	-0.055	0.201	-0.013	-0.003	1.000	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.371	0.000	0.000	0.000	0.978	-0.057	0.204	-0.009	-0.007	0.995	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.377	0.000	0.000	0.000	0.977	-0.056	0.201	-0.015	-0.006	1.000	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.381	0.000	0.000	0.000	0.979	-0.054	0.200	-0.010	-0.005	1.001	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.386	0.000	0.000	0.000	0.976	-0.058	0.200	-0.008	-0.007	1.003	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.391	0.000	0.000	0.000	0.979	-0.055	0.209	-0.012	-0.007	0.997	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.396	0.000	0.000	0.000	0.973	-0.055	0.199	-0.009	-0.008	0.995	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.401	0.000	0.000	0.000	0.974	-0.052	0.199	-0.010	-0.004	0.999	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.406	0.000	0.000	0.000	0.975	-0.058	0.205	-0.009	-0.002	0.994	0.183	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.412	0.000	0.000	0.000	0.977	-0.055	0.201	-0.011	-0.004	1.000	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.416	0.000	0.000	0.000	0.980	-0.056	0.200	-0.010	-0.005	1.000	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.421	0.000	0.000	0.000	0.977	-0.054	0.205	-0.011	-0.007	0.999	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.426	0.000	0.000	0.000	0.979	-0.060	0.199	-0.008	-0.007	0.999	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.432	0.000	0.000	0.000	0.977	-0.054	0.202	-0.010	-0.008	1.001	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.436	0.000	0.000	0.000	0.974	-0.054	0.201	-0.010	-0.004	1.002	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.441	0.000	0.000	0.000	0.978	-0.055	0.202	-0.009	-0.006	0.996	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.446	0.000	0.000	0.000	0.976	-0.055	0.205	-0.011	-0.007	0.998	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.451	0.000	0.000	0.000	0.974	-0.049	0.203	-0.008	-0.005	0.996	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.457	0.000	0.000	0.000	0.979	-0.055	0.204	-0.010	-0.005	0.996	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.462	0.000	0.000	0.000	0.977	-0.054	0.204	-0.012	-0.003	1.004	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.467	0.000	0.000	0.000	0.977	-0.052	0.200	-0.011	-0.006	1.001	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.471	0.000	0.000	0.000	0.980	-0.056	0.196	-0.009	-0.003	1.003	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.477	0.000	0.000	0.000	0.976	-0.055	0.201	-0.008	-0.007	1.000	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.481	0.000	0.000	0.000	0.977	-0.056	0.199	-0.014	-0.006	1.001	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.486	0.000	0.000	0.000	0.976	-0.057	0.202	-0.012	-0.003	1.003	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.491	0.000	0.000	0.000	0.981	-0.057	0.204	-0.007	-0.006	0.997	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.496	0.000	0.000	0.000	0.977	-0.054	0.207	-0.011	-0.005	1.004	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.502	0.000	0.000	0.000	0.978	-0.057	0.204	-0.009	-0.002	0.993	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.506	0.000	0.000	0.000	0.977	-0.055	0.201	-0.008	-0.007	0.997	0.183	0.000	0.000	0.000	0.000	96.821	3.847	0.000	
0.512	0.000	0.000	0.000	0.976	-0.054	0.202	-0.010	-0.007	0.995	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.517	0.000	0.000	0.000	0.976	-0.054	0.206	-0.008	-0.005	0.995	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.521	0.000	0.000	0.000	0.980	-0.057	0.205	-0.011	-0.008	0.998	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.527	0.000	0.000	0.000	0.976	-0.054	0.207	-0.009	-0.006	1.002	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.531	0.000	0.000	0.000	0.974	-0.054	0.203	-0.010	-0.004	0.997	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.537	0.000	0.000	0.000	0.975	-0.056	0.207	-0.011	-0.004	0.996	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.541	0.000	0.000	0.000	0.978	-0.057	0.200	-0.009	-0.006	0.997	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.547	0.000	0.000	0.000	0.977	-0.057	0.203	-0.013	-0.005	0.998	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.552	0.000	0.000	0.000	0.976	-0.055	0.206	-0.014	-0.003	1.003	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.556	0.000	0.000	0.000	0.977	-0.056	0.201	-0.012	-0.004	1.007	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.561	0.000	0.000	0.000	0.977	-0.054	0.201	-0.011	-0.010	1.001	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.567	0.000	0.000	0.000	0.974	-0.056	0.203	-0.013	-0.009	0.995	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.572	0.000	0.000	0.000	0.978	-0.050	0.203	-0.008	-0.006	1.001	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.576	0.000	0.000	0.000	0.977	-0.058	0.201	-0.011	-0.002	0.996	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.582	0.000	0.000	0.000	0.975	-0.051	0.203	-0.009	-0.005	0.996	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.587	0.000	0.000	0.000	0.976	-0.055	0.203	-0.010	-0.006	1.000	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.591	0.000	0.000	0.000	0.976	-0.054	0.200	-0.011	-0.007	1.001	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.597	0.000	0.000	0.000	0.976	-0.053	0.201	-0.010	-0.005	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.602	0.000	0.000	0.000	0.976	-0.057	0.207	-0.010	-0.008	1.001	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.606	0.000	0.000	0.000	0.979	-0.056	0.203	-0.011	-0.002	1.000	0.092	0.000	0.000	0.000	0.000	96.730	3.847	0.000	
0.612	0.000	0.000	0.000	0.976	-0.055	0.203	-0.009	-0.005	0.998	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.617	0.000	0.000	0.000	0.976	-0.053	0.204	-0.011	-0.007	0.999	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.621	0.000	0.000	0.000	0.975	-0.057	0.204	-0.014	-0.008	1.001	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.627	0.000	0.000	0.000	0.978	-0.053	0.203	-0.008	-0.010	1.002	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.631	0.000	0.000	0.000	0.976	-0.054	0.203	-0.014	-0.005	1.001	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.637	0.000	0.000	0.000	0.977	-0.057	0.196	-0.008	-0.006	0.998	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.641	0.000	0.000	0.000	0.981	-0.053	0.202	-0.011	-0.008	0.999	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.646	0.000	0.000	0.000	0.978	-0.059	0.201	-0.010	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.651	0.000	0.000	0.000	0.976	-0.059	0.204	-0.012	-0.007	0.999	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.657	0.000	0.000	0.000	0.975	-0.054	0.204	-0.010	-0.005	0.996	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.661	0.000	0.000	0.000	0.978	-0.055	0.202	-0.005	-0.004	1.001	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.667	0.000	0.000	0.000	0.975	-0.056	0.203	-0.008	-0.006	1.000	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.671	0.000	0.000	0.000	0.979	-0.055	0.203	-0.012	-0.005	0.999	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.677	0.000	0.000	0.000	0.978	-0.055	0.203	-0.010	-0.007	1.003	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.682	0.000	0.000	0.000	0.977	-0.055	0.199	-0.007	-0.003	0.999	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.686	0.000	0.000	0.000	0.977	-0.057	0.206	-0.011	-0.001	0.996	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.692	0.000	0.000	0.000	0.973	-0.053	0.200	-0.008	-0.004	0.997	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.697	0.000	0.000	0.000	0.977	-0.058	0.199	-0.008	-0.009	0.997	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.701	0.000	0.000	0.000	0.977	-0.053	0.204	-0.014	-0.006	0.998	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.706	0.000	0.000	0.000	0.976	-0.052	0.201	-0.008	-0.010	0.999	0.092	0.000	0.000	0.000	0.000	96.821	3.756	0.000	
0.712	0.000	0.000	0.000	0.978	-0.054	0.201	-0.012	-0.008	1.005	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.717	0.000	0.000	0.000	0.976	-0.054	0.198	-0.009	-0.006	1.000	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.721	0.000	0.000	0.000	0.981	-0.059	0.202	-0.012	-0.008	0.997	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.726	0.000	0.000	0.000	0.975	-0.058	0.205	-0.010	-0.006	1.000	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.731	0.000	0.000	0.000	0.977	-0.053	0.204	-0.012	-0.006	1.000	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.736	0.000	0.000	0.000	0.976	-0.058	0.204	-0.012	-0.005	0.994	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.742	0.000	0.000	0.000	0.979	-0.053	0.203	-0.011	-0.007	0.999	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.746	0.000	0.000	0.000	0.977	-0.057	0.200	-0.012	-0.004	0.996	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.751	0.000	0.000	0.000	0.983	-0.052	0.202	-0.009	-0.008	1.000	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.757	0.000	0.000	0.000	0.973	-0.053	0.197	-0.011	-0.008	0.999	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.761	0.000	0.000	0.000	0.977	-0.055	0.198	-0.009	-0.007	0.998	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.766	0.000	0.000	0.000	0.977	-0.052	0.204	-0.010	-0.003	0.998	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.771	0.000	0.000	0.000	0.979	-0.056	0.204	-0.009	-0.006	0.993	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.776	0.000	0.000	0.000	0.974	-0.055	0.202	-0.010	-0.008	1.003	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.781	0.000	0.000	0.000	0.977	-0.054	0.205	-0.010	-0.008	1.005	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.787	0.000	0.000	0.000	0.975	-0.055	0.210	-0.011	-0.001	0.999	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.792	0.000	0.000	0.000	0.980	-0.056	0.209	-0.012	-0.007	0.995	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.796	0.000	0.000	0.000	0.978	-0.054	0.199	-0.011	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.802	0.000	0.000	0.000	0.976	-0.057	0.205	-0.009	-0.004	1.001	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.806	0.000	0.000	0.000	0.978	-0.053	0.202	-0.012	-0.009	0.996	0.092	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
0.812	0.000	0.000	0.000	0.977	-0.054	0.196	-0.011	-0.009	0.995	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.817	0.000	0.000	0.000	0.979	-0.053	0.203	-0.009	-0.004	1.000	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.821	0.000	0.000	0.000	0.978	-0.053	0.203	-0.011	-0.007	0.994	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.827	0.000	0.000	0.000	0.974	-0.058	0.201	-0.013	-0.007	1.002	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.831	0.000	0.000	0.000	0.975	-0.055	0.202	-0.013	-0.003	1.001	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.836	0.000	0.000	0.000	0.977	-0.055	0.208	-0.012	-0.002	1.001	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.842	0.000	0.000	0.000	0.982	-0.056	0.198	-0.010	-0.003	0.999	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.846	0.000	0.000	0.000	0.976	-0.053	0.207	-0.011	-0.003	1.006	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.851	0.000	0.000	0.000	0.975	-0.056	0.202	-0.010	-0.004	1.003	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.857	0.000	0.000	0.000	0.975	-0.055	0.205	-0.010	-0.008	1.001	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.861	0.000	0.000	0.000	0.978	-0.053	0.206	-0.008	-0.002	0.999	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.866	0.000	0.000	0.000	0.978	-0.053	0.203	-0.008	-0.005	1.001	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.871	0.000	0.000	0.000	0.977	-0.054	0.200	-0.008	-0.006	0.997	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
0.876	0.000	0.000	0.000	0.977	-0.057	0.205	-0.012	-0.005	0.991	0.092	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
