RelativeTime(sec)	ID1-Accerlation-X(G)	ID1-Accerlation-Y(G)	ID1-Accerlation-Z(G)	ID2-Accerlation-X(G)	ID2-Accerlation-Y(G)	ID2-Accerlation-Z(G)	ID3-Accerlation-X(G)	ID3-Accerlation-Y(G)	ID3-Accerlation-Z(G)	Pressure-1(bar)	Pressure-2(bar)	Pressure-3(bar)	Pressure-4(bar)	Pressure-5(bar)	Pressure-6(bar)	Pressure-7(bar)	Pressure-8(bar)	
3.651	0.000	0.000	0.000	0.979	-0.055	0.202	-0.010	-0.005	0.998	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.657	0.000	0.000	0.000	0.974	-0.054	0.204	-0.012	-0.008	0.999	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.661	0.000	0.000	0.000	0.977	-0.056	0.201	-0.009	-0.006	0.998	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.666	0.000	0.000	0.000	0.979	-0.056	0.204	-0.010	-0.004	1.007	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.672	0.000	0.000	0.000	0.976	-0.057	0.202	-0.011	-0.005	0.996	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.677	0.000	0.000	0.000	0.976	-0.052	0.207	-0.008	-0.007	1.001	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.681	0.000	0.000	0.000	0.978	-0.053	0.205	-0.012	-0.007	0.995	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.686	0.000	0.000	0.000	0.979	-0.054	0.201	-0.012	-0.006	0.998	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.691	0.000	0.000	0.000	0.978	-0.057	0.203	-0.010	-0.006	1.000	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.697	0.000	0.000	0.000	0.978	-0.053	0.201	-0.010	-0.005	0.999	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.701	0.000	0.000	0.000	0.977	-0.057	0.197	-0.012	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.707	0.000	0.000	0.000	0.975	-0.053	0.199	-0.013	-0.003	1.002	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.711	0.000	0.000	0.000	0.978	-0.054	0.200	-0.014	-0.006	0.998	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.717	0.000	0.000	0.000	0.975	-0.057	0.202	-0.005	-0.007	1.000	0.000	0.000	0.000	0.000	0.000	96.638	3.939	0.000	
3.721	0.000	0.000	0.000	0.976	-0.054	0.203	-0.008	-0.007	0.999	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.727	0.000	0.000	0.000	0.978	-0.054	0.199	-0.009	-0.002	0.996	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.731	0.000	0.000	0.000	0.976	-0.054	0.201	-0.012	-0.006	1.002	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.736	0.000	0.000	0.000	0.976	-0.058	0.201	-0.012	-0.004	0.999	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.741	0.000	0.000	0.000	0.975	-0.055	0.202	-0.007	-0.004	1.002	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.747	0.000	0.000	0.000	0.977	-0.057	0.199	-0.010	-0.004	1.001	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.752	0.000	0.000	0.000	0.974	-0.054	0.204	-0.014	-0.006	0.996	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.757	0.000	0.000	0.000	0.978	-0.057	0.200	-0.010	-0.003	0.996	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.761	0.000	0.000	0.000	0.974	-0.058	0.201	-0.010	-0.009	1.001	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.766	0.000	0.000	0.000	0.977	-0.056	0.197	-0.010	-0.007	0.998	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.772	0.000	0.000	0.000	0.982	-0.055	0.200	-0.011	-0.007	1.002	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.777	0.000	0.000	0.000	0.978	-0.057	0.200	-0.007	-0.005	1.000	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.781	0.000	0.000	0.000	0.977	-0.055	0.205	-0.008	-0.007	0.999	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.787	0.000	0.000	0.000	0.977	-0.053	0.200	-0.006	-0.004	1.001	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.791	0.000	0.000	0.000	0.977	-0.057	0.205	-0.008	-0.005	1.001	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.797	0.000	0.000	0.000	0.976	-0.055	0.203	-0.011	-0.003	0.999	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.801	0.000	0.000	0.000	0.978	-0.054	0.208	-0.012	-0.003	0.995	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.807	0.000	0.000	0.000	0.975	-0.053	0.206	-0.008	-0.007	0.998	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.812	0.000	0.000	0.000	0.976	-0.053	0.203	-0.009	-0.005	1.002	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.816	0.000	0.000	0.000	0.975	-0.054	0.204	-0.013	-0.004	1.001	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.821	0.000	0.000	0.000	0.976	-0.052	0.199	-0.008	-0.004	0.997	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.826	0.000	0.000	0.000	0.977	-0.055	0.205	-0.009	-0.009	1.000	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.832	0.000	0.000	0.000	0.976	-0.056	0.192	-0.008	-0.005	1.003	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.837	0.000	0.000	0.000	0.977	-0.055	0.201	-0.011	-0.007	0.997	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.841	0.000	0.000	0.000	0.978	-0.057	0.205	-0.010	-0.003	1.004	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.847	0.000	0.000	0.000	0.974	-0.056	0.200	-0.010	-0.005	1.000	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.851	0.000	0.000	0.000	0.974	-0.056	0.203	-0.011	-0.004	1.000	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.857	0.000	0.000	0.000	0.977	-0.054	0.200	-0.008	-0.003	0.998	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.861	0.000	0.000	0.000	0.973	-0.057	0.199	-0.015	-0.007	0.995	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.866	0.000	0.000	0.000	0.977	-0.056	0.203	-0.012	-0.008	1.005	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.872	0.000	0.000	0.000	0.977	-0.056	0.202	-0.010	-0.004	0.997	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.876	0.000	0.000	0.000	0.977	-0.060	0.204	-0.011	-0.007	0.998	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.882	0.000	0.000	0.000	0.977	-0.056	0.209	-0.006	-0.004	1.001	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.887	0.000	0.000	0.000	0.978	-0.055	0.202	-0.011	-0.006	1.001	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.892	0.000	0.000	0.000	0.977	-0.057	0.200	-0.013	-0.007	0.999	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.897	0.000	0.000	0.000	0.977	-0.056	0.200	-0.009	-0.006	0.999	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.902	0.000	0.000	0.000	0.974	-0.052	0.200	-0.010	-0.007	0.999	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.906	0.000	0.000	0.000	0.978	-0.060	0.205	-0.011	-0.004	1.002	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.912	0.000	0.000	0.000	0.978	-0.057	0.201	-0.010	-0.004	1.002	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.916	0.000	0.000	0.000	0.975	-0.055	0.208	-0.011	-0.005	1.003	0.183	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
3.921	0.000	0.000	0.000	0.977	-0.054	0.200	-0.008	-0.008	0.997	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.927	0.000	0.000	0.000	0.976	-0.055	0.203	-0.009	-0.004	0.997	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.931	0.000	0.000	0.000	0.977	-0.057	0.201	-0.009	-0.006	0.997	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.937	0.000	0.000	0.000	0.978	-0.055	0.205	-0.013	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.942	0.000	0.000	0.000	0.977	-0.054	0.202	-0.012	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.947	0.000	0.000	0.000	0.975	-0.052	0.207	-0.010	-0.006	0.995	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.951	0.000	0.000	0.000	0.977	-0.057	0.201	-0.010	-0.008	1.001	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.957	0.000	0.000	0.000	0.975	-0.054	0.204	-0.008	-0.007	0.997	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.962	0.000	0.000	0.000	0.976	-0.058	0.200	-0.011	-0.002	1.002	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.966	0.000	0.000	0.000	0.975	-0.054	0.208	-0.015	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.971	0.000	0.000	0.000	0.976	-0.059	0.202	-0.009	-0.006	0.999	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.976	0.000	0.000	0.000	0.979	-0.055	0.199	-0.015	-0.004	0.999	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.982	0.000	0.000	0.000	0.977	-0.055	0.198	-0.010	-0.005	0.998	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.986	0.000	0.000	0.000	0.976	-0.058	0.194	-0.009	-0.004	0.998	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.992	0.000	0.000	0.000	0.980	-0.057	0.198	-0.011	-0.007	1.004	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
3.996	0.000	0.000	0.000	0.978	-0.061	0.204	-0.013	-0.005	0.999	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
4.002	0.000	0.000	0.000	0.977	-0.053	0.206	-0.008	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
4.006	0.000	0.000	0.000	0.980	-0.055	0.201	-0.010	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
4.012	0.000	0.000	0.000	0.977	-0.054	0.203	-0.013	-0.004	0.998	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
4.016	0.000	0.000	0.000	0.979	-0.055	0.200	-0.009	-0.007	1.001	0.000	0.000	0.000	0.000	0.000	97.004	3.939	0.000	
4.021	0.000	0.000	0.000	0.975	-0.053	0.201	-0.014	-0.002	1.002	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.027	0.000	0.000	0.000	0.980	-0.053	0.200	-0.009	-0.007	1.001	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.031	0.000	0.000	0.000	0.981	-0.053	0.204	-0.012	-0.009	1.003	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.036	0.000	0.000	0.000	0.977	-0.055	0.206	-0.007	-0.008	1.001	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.042	0.000	0.000	0.000	0.976	-0.053	0.210	-0.008	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.046	0.000	0.000	0.000	0.975	-0.055	0.201	-0.010	-0.008	1.005	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.052	0.000	0.000	0.000	0.977	-0.054	0.200	-0.009	-0.010	0.996	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.056	0.000	0.000	0.000	0.979	-0.052	0.202	-0.011	-0.006	1.001	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.061	0.000	0.000	0.000	0.979	-0.054	0.206	-0.011	-0.009	1.004	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.067	0.000	0.000	0.000	0.975	-0.058	0.204	-0.006	-0.007	1.006	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.072	0.000	0.000	0.000	0.975	-0.053	0.204	-0.009	-0.003	1.007	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.077	0.000	0.000	0.000	0.983	-0.056	0.206	-0.013	-0.004	1.002	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.081	0.000	0.000	0.000	0.977	-0.053	0.206	-0.011	-0.009	1.000	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.087	0.000	0.000	0.000	0.978	-0.059	0.203	-0.010	-0.007	1.003	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.091	0.000	0.000	0.000	0.983	-0.058	0.209	-0.007	-0.002	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.096	0.000	0.000	0.000	0.979	-0.058	0.204	-0.010	-0.007	0.997	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.102	0.000	0.000	0.000	0.979	-0.051	0.204	-0.006	-0.008	1.000	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.107	0.000	0.000	0.000	0.979	-0.053	0.204	-0.009	-0.004	1.000	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.112	0.000	0.000	0.000	0.978	-0.057	0.206	-0.013	-0.008	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.116	0.000	0.000	0.000	0.979	-0.056	0.199	-0.013	-0.005	0.998	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.121	0.000	0.000	0.000	0.974	-0.056	0.204	-0.012	-0.002	0.994	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.127	0.000	0.000	0.000	0.976	-0.059	0.200	-0.012	-0.002	1.000	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.131	0.000	0.000	0.000	0.980	-0.051	0.204	-0.008	-0.006	0.996	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.137	0.000	0.000	0.000	0.979	-0.057	0.201	-0.009	-0.003	0.995	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.141	0.000	0.000	0.000	0.982	-0.057	0.209	-0.009	-0.005	0.999	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.147	0.000	0.000	0.000	0.977	-0.057	0.202	-0.004	-0.006	0.996	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.151	0.000	0.000	0.000	0.980	-0.054	0.197	-0.009	-0.006	1.000	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.157	0.000	0.000	0.000	0.976	-0.055	0.198	-0.013	-0.007	0.998	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.161	0.000	0.000	0.000	0.979	-0.053	0.200	-0.011	-0.007	1.002	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.166	0.000	0.000	0.000	0.979	-0.057	0.209	-0.011	-0.003	0.998	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.172	0.000	0.000	0.000	0.979	-0.055	0.205	-0.011	-0.006	1.002	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.176	0.000	0.000	0.000	0.976	-0.055	0.204	-0.008	-0.009	1.000	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.182	0.000	0.000	0.000	0.975	-0.053	0.206	-0.009	-0.003	1.000	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.187	0.000	0.000	0.000	0.972	-0.055	0.205	-0.009	-0.003	1.004	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.192	0.000	0.000	0.000	0.979	-0.054	0.205	-0.012	-0.006	1.001	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.196	0.000	0.000	0.000	0.978	-0.053	0.206	-0.010	-0.009	0.997	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.202	0.000	0.000	0.000	0.979	-0.058	0.202	-0.012	-0.003	1.000	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.206	0.000	0.000	0.000	0.979	-0.056	0.202	-0.012	-0.001	0.999	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.211	0.000	0.000	0.000	0.974	-0.055	0.204	-0.010	-0.007	1.003	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.216	0.000	0.000	0.000	0.977	-0.055	0.199	-0.009	-0.005	0.997	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.221	0.000	0.000	0.000	0.978	-0.049	0.198	-0.009	-0.005	1.004	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.226	0.000	0.000	0.000	0.977	-0.053	0.200	-0.010	-0.008	0.995	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.231	0.000	0.000	0.000	0.978	-0.053	0.202	-0.010	-0.006	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.236	0.000	0.000	0.000	0.975	-0.056	0.206	-0.006	-0.004	1.002	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.242	0.000	0.000	0.000	0.976	-0.055	0.203	-0.011	-0.006	1.003	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.247	0.000	0.000	0.000	0.978	-0.058	0.202	-0.010	-0.005	1.004	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.252	0.000	0.000	0.000	0.975	-0.055	0.206	-0.008	-0.002	0.997	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.257	0.000	0.000	0.000	0.974	-0.054	0.205	-0.007	-0.004	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.261	0.000	0.000	0.000	0.978	-0.057	0.208	-0.009	-0.006	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.267	0.000	0.000	0.000	0.980	-0.059	0.196	-0.008	-0.004	1.000	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.271	0.000	0.000	0.000	0.978	-0.056	0.203	-0.010	-0.005	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.277	0.000	0.000	0.000	0.978	-0.057	0.202	-0.007	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.281	0.000	0.000	0.000	0.976	-0.056	0.202	-0.011	-0.003	1.001	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.286	0.000	0.000	0.000	0.978	-0.056	0.196	-0.009	-0.003	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.292	0.000	0.000	0.000	0.977	-0.055	0.207	-0.009	-0.007	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.296	0.000	0.000	0.000	0.977	-0.057	0.199	-0.007	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.301	0.000	0.000	0.000	0.975	-0.058	0.206	-0.009	-0.007	0.998	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.306	0.000	0.000	0.000	0.980	-0.059	0.205	-0.009	-0.010	0.999	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.311	0.000	0.000	0.000	0.976	-0.056	0.197	-0.013	-0.006	1.002	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.317	0.000	0.000	0.000	0.979	-0.052	0.205	-0.011	-0.002	1.001	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.321	0.000	0.000	0.000	0.977	-0.055	0.202	-0.011	-0.007	1.003	0.092	0.000	0.000	0.000	0.000	96.730	3.939	0.000	
4.327	0.000	0.000	0.000	0.976	-0.056	0.202	-0.014	-0.007	1.003	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.331	0.000	0.000	0.000	0.976	-0.057	0.202	-0.013	-0.008	1.000	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.337	0.000	0.000	0.000	0.976	-0.054	0.198	-0.007	-0.006	1.001	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.341	0.000	0.000	0.000	0.981	-0.054	0.199	-0.013	-0.005	1.001	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.346	0.000	0.000	0.000	0.979	-0.051	0.203	-0.009	-0.009	0.994	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.352	0.000	0.000	0.000	0.977	-0.058	0.203	-0.012	-0.010	1.004	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.356	0.000	0.000	0.000	0.975	-0.055	0.204	-0.013	-0.004	1.003	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.362	0.000	0.000	0.000	0.978	-0.057	0.200	-0.008	-0.007	0.998	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.366	0.000	0.000	0.000	0.974	-0.057	0.205	-0.006	-0.006	0.998	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.372	0.000	0.000	0.000	0.976	-0.056	0.202	-0.009	-0.007	0.996	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.377	0.000	0.000	0.000	0.977	-0.057	0.200	-0.012	-0.007	0.997	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.381	0.000	0.000	0.000	0.976	-0.057	0.204	-0.011	-0.005	1.002	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.386	0.000	0.000	0.000	0.978	-0.053	0.202	-0.010	-0.007	0.999	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.392	0.000	0.000	0.000	0.978	-0.057	0.201	-0.010	-0.005	1.001	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.396	0.000	0.000	0.000	0.976	-0.056	0.201	-0.008	-0.004	0.997	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.401	0.000	0.000	0.000	0.980	-0.056	0.206	-0.010	-0.005	1.000	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.406	0.000	0.000	0.000	0.977	-0.057	0.206	-0.011	-0.008	0.995	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.411	0.000	0.000	0.000	0.975	-0.057	0.207	-0.008	-0.007	1.003	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.416	0.000	0.000	0.000	0.979	-0.055	0.201	-0.008	-0.008	1.000	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.422	0.000	0.000	0.000	0.983	-0.056	0.205	-0.010	-0.005	0.997	0.092	0.000	0.000	0.000	0.000	96.730	4.030	0.000	
4.427	0.000	0.000	0.000	0.976	-0.055	0.198	-0.009	-0.006	0.999	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.431	0.000	0.000	0.000	0.975	-0.055	0.208	-0.013	-0.005	1.002	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.437	0.000	0.000	0.000	0.975	-0.053	0.206	-0.008	-0.004	0.998	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.441	0.000	0.000	0.000	0.974	-0.057	0.203	-0.008	-0.004	0.995	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.446	0.000	0.000	0.000	0.978	-0.056	0.201	-0.010	-0.006	1.003	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.451	0.000	0.000	0.000	0.979	-0.056	0.203	-0.011	-0.005	0.998	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.456	0.000	0.000	0.000	0.977	-0.055	0.197	-0.011	-0.004	1.003	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.461	0.000	0.000	0.000	0.978	-0.058	0.207	-0.012	-0.008	1.001	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.466	0.000	0.000	0.000	0.977	-0.056	0.200	-0.010	-0.006	0.998	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.472	0.000	0.000	0.000	0.978	-0.056	0.200	-0.012	-0.003	0.998	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.476	0.000	0.000	0.000	0.978	-0.055	0.205	-0.008	-0.004	0.999	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.482	0.000	0.000	0.000	0.975	-0.057	0.204	-0.009	-0.008	0.998	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.486	0.000	0.000	0.000	0.976	-0.053	0.202	-0.013	-0.006	0.998	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.492	0.000	0.000	0.000	0.977	-0.055	0.204	-0.010	-0.006	1.000	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.496	0.000	0.000	0.000	0.979	-0.056	0.200	-0.012	-0.005	0.996	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.501	0.000	0.000	0.000	0.979	-0.053	0.204	-0.009	-0.003	0.998	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.507	0.000	0.000	0.000	0.979	-0.054	0.200	-0.010	-0.007	0.997	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.511	0.000	0.000	0.000	0.978	-0.053	0.202	-0.009	-0.006	1.000	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.516	0.000	0.000	0.000	0.978	-0.054	0.201	-0.011	-0.007	0.994	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.522	0.000	0.000	0.000	0.975	-0.056	0.202	-0.008	-0.005	1.002	0.092	0.000	0.000	0.000	0.000	96.913	3.939	0.000	
4.526	0.000	0.000	0.000	0.979	-0.053	0.202	-0.011	-0.007	1.000	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.532	0.000	0.000	0.000	0.980	-0.052	0.203	-0.007	-0.009	1.000	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.537	0.000	0.000	0.000	0.977	-0.057	0.205	-0.010	-0.005	0.999	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.542	0.000	0.000	0.000	0.975	-0.052	0.204	-0.008	-0.005	0.996	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.546	0.000	0.000	0.000	0.981	-0.052	0.198	-0.009	-0.002	0.996	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
4.552	0.000	0.000	0.000	0.977	-0.052	0.199	-0.012	-0.006	0.998	0.000	0.000	0.000	0.000	0.000	96.821	3.939	0.000	
